<img src="Japan.svg">,"Japan",1738259300551
<img src="Jordan.svg">,"Jordan",1738259300551
<img src="Kazakhstan.svg">,"Kazakhstan",1738259300551
<img src="Kenya.svg">,"Kenya",1738259300551
<img src="Kiribati.svg">,"Kiribati",1738259300551
<img src="Kuwait.svg">,"Kuwait",1738259300551
<img src="Kyrgyzstan.svg">,"Kyrgyzstan",1738259300551
<img src="Laos.svg">,"Laos",1738259300551
<img src="Latvia.svg">,"Latvia",1738259300551
<img src="Lebanon.svg">,"Lebanon",1738259300551
<img src="Lesotho.svg">,"Lesotho",1738259300551
<img src="Liberia.svg">,"Liberia",1738259300551
<img src="Libya.svg">,"Libya",1738259300551
<img src="Liechtenstein.svg">,"Liechtenstein",1738259300551
<img src="Lithuania.svg">,"Lithuania",1738259300551
<img src="Luxembourg.svg">,"Luxembourg",1738259300551
<img src="Madagascar.svg">,"Madagascar",1738259300551
<img src="Malawi.svg">,"Malawi",1738259300551
<img src="Malaysia.svg">,"Malaysia",1738259300551
<img src="Maldives.svg">,"Maldives",1738259300551
<img src="Mali.svg">,"Mali",1738259300551
<img src="Malta.svg">,"Malta",1738259300551
<img src="Marshall_Islands.svg">,"Marshall Islands",1738259300551
<img src="Mauritania.svg">,"Mauritania",1738259300551
<img src="Mauritius.svg">,"Mauritius",1738259300551
<img src="Mexico.svg">,"Mexico",1738259300551
<img src="Federated_States_of_Micronesia.svg">,"Federated States of Micronesia",1738259300551
<img src="Moldova.svg">,"Moldova",1738259300551
<img src="Monaco.svg">,"Monaco",1738259300551
<img src="Mongolia.svg">,"Mongolia",1738259300551
<img src="Montenegro.svg">,"Montenegro",1738259300551
<img src="Morocco.svg">,"Morocco",1738259300551
<img src="Mozambique.svg">,"Mozambique",1738259300551
<img src="Myanmar.svg">,"Myanmar",1738259300551
<img src="Namibia.svg">,"Namibia",1738259300551
<img src="Nauru.svg">,"Nauru",1738259300551
<img src="Nepal.svg">,"Nepal",1738259300551
<img src="Netherlands.svg">,"Netherlands",1738259300551
<img src="New_Zealand.svg">,"New Zealand",1738259300551
<img src="Nicaragua.svg">,"Nicaragua",1738259300551
<img src="Niger.svg">,"Niger",1738259300551
<img src="Nigeria.svg">,"Nigeria",1738259300551
<img src="North_Korea.svg">,"North Korea",1738259300551
<img src="North_Macedonia.svg">,"North Macedonia",1738259300551
<img src="Norway.svg">,"Norway",1738259300551
<img src="Oman.svg">,"Oman",1738259300551
<img src="Pakistan.svg">,"Pakistan",1738259300551
<img src="Palau.svg">,"Palau",1738259300551
<img src="Palestine.svg">,"Palestine",1738259300551
<img src="Panama.svg">,"Panama",1738259300551
<img src="Papua_New_Guinea.svg">,"Papua New Guinea",1738259300551
<img src="Paraguay.svg">,"Paraguay",1738259300551
<img src="Peru.svg">,"Peru",1738259300551
<img src="Philippines.svg">,"Philippines",1738259300551
<img src="Poland.svg">,"Poland",1738259300551
<img src="Portugal.svg">,"Portugal",1738259300551
<img src="Qatar.svg">,"Qatar",1738259300551
<img src="Romania.svg">,"Romania",1738259300551
<img src="Russia.svg">,"Russia",1738259300551
<img src="Rwanda.svg">,"Rwanda",1738259300551
<img src="Saint_Kitts_and_Nevis.svg">,"Saint Kitts and Nevis",1738259300551
<img src="Saint_Lucia.svg">,"Saint Lucia",1738259300551
<img src="Saint_Vincent_and_the_Grenadines.svg">,"Saint Vincent and the Grenadines",1738259300551
<img src="Samoa.svg">,"Samoa",1738259300551
<img src="San_Marino.svg">,"San Marino",1738259300551
<img src="So_Tom_and_Prncipe.svg">,"São Tomé and Príncipe",1738259300551
<img src="Saudi_Arabia.svg">,"Saudi Arabia",1738259300551
<img src="Senegal.svg">,"Senegal",1738259300551
<img src="Serbia.svg">,"Serbia",1738259300551
<img src="Seychelles.svg">,"Seychelles",1738259300551
<img src="Sierra_Leone.svg">,"Sierra Leone",1738259300551
<img src="Singapore.svg">,"Singapore",1738259300551
<img src="Slovakia.svg">,"Slovakia",1738259300551
<img src="Slovenia.svg">,"Slovenia",1738259300551
<img src="Solomon_Islands.svg">,"Solomon Islands",1738259300551
<img src="Somalia.svg">,"Somalia",1738259300551
<img src="South_Africa.svg">,"South Africa",1738259300551
<img src="South_Korea.svg">,"South Korea",1738259300551
<img src="South_Sudan.svg">,"South Sudan",1738259300551
<img src="Spain.svg">,"Spain",1738259300551
<img src="Sri_Lanka.svg">,"Sri Lanka",1738259300551
<img src="Sudan.svg">,"Sudan",1738259300551
<img src="Suriname.svg">,"Suriname",1738259300551
<img src="Sweden.svg">,"Sweden",1738259300551
<img src="Switzerland.svg">,"Switzerland",1738259300551
<img src="Syria.svg">,"Syria",1738259300551
<img src="Tajikistan.svg">,"Tajikistan",1738259300551
<img src="Tanzania.svg">,"Tanzania",1738259300551
<img src="Thailand.svg">,"Thailand",1738259300551
<img src="Togo.svg">,"Togo",1738259300551
<img src="Tonga.svg">,"Tonga",1738259300551
<img src="Trinidad_and_Tobago.svg">,"Trinidad and Tobago",1738259300551
<img src="Tunisia.svg">,"Tunisia",1738259300551
<img src="Turkey.svg">,"Turkey",1738259300551
<img src="Turkmenistan.svg">,"Turkmenistan",1738259300551
<img src="Tuvalu.svg">,"Tuvalu",1738259300551
<img src="Uganda.svg">,"Uganda",1738259300551
<img src="Ukraine.svg">,"Ukraine",1738259300551
<img src="United_Arab_Emirates.svg">,"United Arab Emirates",1738259300551
<img src="United_Kingdom.svg">,"United Kingdom",1738259300551
<img src="United_States.svg">,"United States",1738259300551
<img src="Uruguay.svg">,"Uruguay",1738259300551
<img src="Uzbekistan.svg">,"Uzbekistan",1738259300551
<img src="Vanuatu.svg">,"Vanuatu",1738259300551
<img src="Vatican_City.svg">,"Vatican City",1738259300551
<img src="Venezuela.svg">,"Venezuela",1738259300551
<img src="Vietnam.svg">,"Vietnam",1738259300551
<img src="Yemen.svg">,"Yemen",1738259300551
<img src="Zambia.svg">,"Zambia",1738259300551
<img src="Zimbabwe.svg">,"Zimbabwe",1738259300551
<img src="Abkhazia.svg">,"Abkhazia",1738259300551
<img src="Cook_Islands.svg">,"Cook Islands",1738259300551
<img src="Kosovo.svg">,"Kosovo",1738259300551
<img src="Niue.svg">,"Niue",1738259300551
<img src="Northern_Cyprus.svg">,"Northern Cyprus",1738259300551
<img src="Sahrawi_Arab_Democratic_Republic.svg">,"Sahrawi Arab Democratic Republic",1738259300551
<img src="Somaliland.svg">,"Somaliland",1738259300551
<img src="South_Ossetia.svg">,"South Ossetia",1738259300551
<img src="Taiwan.svg">,"Taiwan",1738259300551
<img src="Transnistria.svg">,"Transnistria",1738259300551
